slug,icon,titre,texte
asuncion,🍽️,Cuisine guaraní,"Toute l'année — sopa paraguaya, chipa, tereré (maté froid)."
asuncion,🌿,Ñeembucú & Chaco,"Mai-sep — zones humides, oiseaux, safari dans le Chaco."
asuncion,💰,Budget,"Mai-août — hiver doux, pays très abordable, hôtels 15-25€."
bariloche,🏔️,Route des Sept Lacs,"Nov-mars — 110 km de lacs turquoise, forêts et volcans."
bariloche,⛷️,Cerro Catedral,"Juil-sep — plus grande station de ski d'Amérique du Sud."
bariloche,🍫,Chocolat artisanal,"Toute l'année — Calle Mitre, dizaines de chocolateries artisanales."
bariloche,🚴,Circuito Chico,"Nov-mars — boucle de 65 km, vues panoramiques, brasseries."
san-jose,🌿,Volcán Poás & Irazú,"Déc-avr — cratères fumants, forêt de nuages, matinée dégagée."
san-jose,🐸,Monteverde & Arenal,"Déc-avr — ponts suspendus, quetzals, sources chaudes."
san-jose,🍽️,Mercado Central,"Toute l'année — casado, gallo pinto, jus de fruits tropicaux frais."
san-jose,💰,Budget,"Mai-nov — saison verte, prix -30%, nature luxuriante."
antigua-guatemala,🏛️,Ruines coloniales,"Toute l'année — cathédrale en ruines, arche Santa Catalina, volcans."
antigua-guatemala,🌋,Volcán de Fuego,"Nov-avr — randonnée au lever, vue sur les éruptions nocturnes."
antigua-guatemala,☕,Café guatémaltèque,"Toute l'année — plantations autour d'Antigua, torréfaction artisanale."
antigua-guatemala,🎨,Semana Santa,"Mars-avr — processions sur tapis de sciure colorée, tradition unique."
san-juan,🏖️,Condado & Isla Verde,"Déc-avr — plages urbaines, eau turquoise, surf."
san-juan,🏰,Viejo San Juan,"Toute l'année — El Morro, rues pavées colorées, forteresse espagnole."
san-juan,🍹,Piña colada & gastronomie,"Toute l'année — berceau de la piña colada, mofongo, lechón."
san-juan,💰,Budget,"Mai-nov — hors haute saison, hôtels -40%."
nassau,🏖️,Cable Beach & Paradise Island,"Nov-avr — sable rose, eaux cristallines, Atlantis Resort."
nassau,🐷,Cochons nageurs d'Exuma,"Nov-avr — excursion à Big Major Cay, cochons dans l'eau turquoise."
nassau,🤿,Plongée & requins,"Nov-mai — Stuart Cove's, récifs, requins de récif, épaves."
nassau,🍽️,Conch salad & Fish Fry,"Toute l'année — conque fraîche, poisson frit à Arawak Cay."
turks-et-caicos,🏖️,Grace Bay Beach,"Nov-mai — élue plus belle plage au monde, sable poudreux."
turks-et-caicos,🤿,Barrière de corail,"Toute l'année — 3e plus grand récif au monde, plongée, baleines (jan-avr)."
turks-et-caicos,🦩,Réserve de flamants,"Nov-avr — flamants roses à North Caicos, kayak dans les mangroves."
turks-et-caicos,💰,Budget,"Mai-nov — hors saison, resorts -40%, mer toujours chaude."
denver,🏔️,Rocky Mountains,"Juin-sep — Trail Ridge Road, Rocky Mountain NP à 1h30."
denver,🍺,Brasseries artisanales,"Toute l'année — 70+ brasseries, Great American Beer Festival (oct)."
denver,⛷️,Ski à 2h,"Déc-mars — Vail, Breckenridge, Keystone depuis Denver."
denver,🎨,Art & Red Rocks,"Mai-oct — Red Rocks Amphitheatre, RiNo Art District, concerts."
nashville,🎵,Honky tonks & country,"Toute l'année — Broadway, Grand Ole Opry, studios historiques."
nashville,🍗,Hot chicken & BBQ,"Toute l'année — poulet pimenté Prince's, brisket, honky tonk cuisine."
nashville,🎤,Live music & Ryman,"Toute l'année — Ryman Auditorium, Bluebird Cafe, 180+ salles."
nashville,💰,Budget,"Jan-mars — hors festivals, hôtels -30%, météo douce."
la-nouvelle-orleans,🎺,Jazz & Bourbon Street,"Toute l'année — Frenchmen Street, Preservation Hall, musique live."
la-nouvelle-orleans,🎭,Mardi Gras,"Février — défilés, costumes, chars, tradition unique depuis 1857."
la-nouvelle-orleans,🍽️,Cuisine cajun & créole,"Toute l'année — gumbo, jambalaya, beignets au Café du Monde."
la-nouvelle-orleans,🏛️,French Quarter,"Toute l'année — balcons en fer forgé, Jackson Square, vaudou."
savannah,🌳,Squares & chênes,"Mars-mai — 22 squares historiques, mousse espagnole, magnolias."
savannah,🏛️,Historic District,"Toute l'année — plus grand quartier historique des USA, Forsyth Park."
savannah,🍽️,Cuisine du Low Country,"Toute l'année — shrimp and grits, she-crab soup, Southern comfort."
savannah,💰,Budget,"Jan-fév — hors saison, hôtels dans les B&B historiques -30%."
charleston,🏛️,Historic District & Rainbow Row,"Mars-mai — maisons colorées, églises, architecture antebellum."
charleston,🍽️,Cuisine du Low Country,"Toute l'année — shrimp and grits, she-crab soup, Husk restaurant."
charleston,🏖️,Plages de Folly & Sullivan's,"Mai-oct — plages accessibles, surf, coucher de soleil."
charleston,🌺,Festival Spoleto,"Mai-juin — arts du spectacle, concerts, théâtre pendant 17 jours."
honolulu,🏖️,Waikiki Beach,"Toute l'année — surf mythique, Diamond Head en arrière-plan."
honolulu,🌋,Diamond Head,"Toute l'année — randonnée de 1h, vue 360° sur Honolulu et l'océan."
honolulu,🏄,Surf North Shore,"Nov-fév — vagues géantes Banzai Pipeline, compétitions mondiales."
honolulu,🌺,Culture hawaïenne,"Toute l'année — luau, hula, Polynesian Cultural Center."
austin,🎵,Live Music Capital,"Toute l'année — 6th Street, SXSW (mars), Austin City Limits (oct)."
austin,🍖,BBQ texan,"Toute l'année — Franklin BBQ, brisket fumé 14h, file d'attente légendaire."
austin,🦇,Congress Bridge Bats,"Mars-oct — 1,5 million de chauves-souris au coucher du soleil."
austin,🏊,Barton Springs Pool,"Avr-oct — piscine naturelle à 20°C, oasis urbaine."
san-diego,🏖️,Mission & Pacific Beach,"Toute l'année — 70 miles de côte, surf, 266 jours de soleil/an."
san-diego,🐼,Zoo de San Diego,"Toute l'année — l'un des meilleurs zoos au monde, 3 500 animaux."
san-diego,🌮,Fish tacos & Gaslamp,"Toute l'année — tacos de poisson, craft beer, quartier Gaslamp."
san-diego,🏛️,Balboa Park,"Toute l'année — 17 musées, jardins botaniques, architecture espagnole."
portland,🍺,Craft beer & food trucks,"Toute l'année — 70+ brasseries, meilleure scène food truck des USA."
portland,🌲,Columbia River Gorge,"Mai-oct — Multnomah Falls, randonnées, vue sur le Mont Hood."
portland,📚,Powell's & culture indie,"Toute l'année — plus grande librairie au monde, quartier Pearl."
portland,🌹,Rose Garden & Forest Park,"Mai-sep — International Rose Garden, 80 km de sentiers urbains."
phoenix,🏜️,Sonoran Desert,"Oct-avr — randonnée Camelback Mountain, cactus saguaro géants."
phoenix,⛳,Golf,"Oct-avr — 200+ parcours, TPC Scottsdale, températures parfaites."
phoenix,🏛️,Taliesin West,"Oct-avr — atelier Frank Lloyd Wright, architecture dans le désert."
phoenix,💰,Budget,"Mai-sep — hôtels -50% en été, chaleur 40°C+ mais piscines partout."
san-antonio,🏛️,The Alamo,"Toute l'année — mission historique de 1836, symbole du Texas."
san-antonio,🛶,River Walk,"Mars-nov — promenade fluviale, restaurants, croisières, Fiesta (avr)."
san-antonio,🍽️,Tex-Mex & Market Square,"Toute l'année — enchiladas, puffy tacos, El Mercado."
san-antonio,💰,Budget,"Jan-fév — hors saison, Fiesta non commencée, hôtels abordables."
sedona,🏜️,Red Rocks,"Oct-avr — Cathedral Rock, Devil's Bridge, randonnées au lever."
sedona,🧘,Vortex & bien-être,"Toute l'année — 4 sites de vortex, spas, retraites spirituelles."
sedona,🚙,Scenic drives,"Sep-nov — Oak Creek Canyon, feuillages d'automne spectaculaires."
sedona,🎨,Galeries d'art,"Toute l'année — Tlaquepaque Arts Village, 80+ galeries."
anchorage,🐻,Observation ours,"Juil-sep — Brooks Falls (Katmai), saumons, faune sauvage."
anchorage,🏔️,Glaciers & fjords,"Juin-août — Kenai Fjords, Exit Glacier, croisière Prince William Sound."
anchorage,🌅,Soleil de minuit,"Juin — 22h de lumière, randonnée Flattop Mountain, pêche."
anchorage,🐋,Faune marine,"Mai-sep — baleines, loutres, phoques dans Resurrection Bay."
savannah-ga,🌳,Squares & mousse espagnole,"Mars-mai — promenades sous les chênes centenaires de Forsyth Park."
savannah-ga,🏛️,Plus grand district historique US,"Toute l'année — maisons victoriennes, architecture géorgienne."
savannah-ga,🍽️,Cuisine Southern,"Toute l'année — fried green tomatoes, pecan pie, restaurants sur River St."
savannah-ga,🎃,Savannah hantée,"Oct — la ville la plus hantée des USA, ghost tours, cimetières."
napa-valley,🍷,Dégustation de vins,"Sep-oct — vendanges, 500+ domaines, Cabernet Sauvignon et Chardonnay."
napa-valley,🎈,Vol en montgolfière,"Mai-oct — survol des vignobles au lever du soleil."
napa-valley,🍽️,Gastronomie étoilée,"Toute l'année — French Laundry, Bouchon, restaurants Thomas Keller."
napa-valley,💰,Budget,"Jan-mars — saison dormante, dégustations moins chères, hôtels -30%."
jackson-hole,⛷️,Ski Jackson Hole,"Déc-mars — 2 500 acres, neige légendaire, Corbet's Couloir."
jackson-hole,🦬,Grand Teton & Yellowstone,"Juin-sep — bisons, geysers, Teton panoramique à 15 min."
jackson-hole,🛶,Snake River rafting,"Juin-août — rafting eaux vives, kayak, vue sur les Tetons."
jackson-hole,💰,Budget,"Avr-mai ou oct-nov — intersaison, hébergement -40%."
memphis,🎵,Beale Street & blues,"Toute l'année — berceau du blues et du rock'n'roll, BB King's."
memphis,🏛️,Graceland & Sun Studio,"Toute l'année — maison d'Elvis, studio où naquit le rock."
memphis,🍖,BBQ de Memphis,"Toute l'année — ribs, pulled pork, BBQ contest en mai."
memphis,🏛️,National Civil Rights Museum,"Toute l'année — Lorraine Motel, lieu de l'assassinat de MLK."
maui,🌅,Route de Hana,"Toute l'année — 620 virages, cascades, forêt tropicale, plages noires."
maui,🐋,Baleines à bosse,"Jan-mars — observation depuis Lahaina, plus grande concentration au monde."
maui,🌋,Haleakalā,"Toute l'année — lever de soleil à 3 055 m, paysage lunaire."
maui,🏄,Surf & plages,"Toute l'année — Kaanapali, Ho'okipa (windsurf), Big Beach."
auckland,⛵,Cité des voiles,"Oct-avr — plus de bateaux par habitant au monde, America's Cup."
auckland,🌋,Volcans & Rangitoto,"Toute l'année — 53 volcans éteints, ferry vers Rangitoto (2h A/R)."
auckland,🍷,Waiheke Island,"Nov-mars — vignobles, plages dorées, 35 min en ferry."
auckland,🍽️,Cuisine fusion Pacifique,"Toute l'année — fruits de mer, hangi, marchés de Ponsonby."
queenstown,🪂,Saut à l'élastique,"Toute l'année — berceau du bungee (Kawarau Bridge, 43 m)."
queenstown,⛷️,Ski Remarkables & Coronet Peak,"Juin-sep — ski avec vue sur le lac Wakatipu."
queenstown,🚤,Milford Sound,"Toute l'année — croisière dans le fjord, cascades, dauphins."
queenstown,🍷,Central Otago Pinot Noir,"Fév-avr — vignobles les plus méridionaux, Pinot Noir d'exception."
rotorua,♨️,Geysers & sources chaudes,"Toute l'année — Te Puia, Wai-O-Tapu, boue bouillonnante."
rotorua,🏛️,Culture māorie,"Toute l'année — haka, hangi, village de Tamaki, spectacles."
rotorua,🌲,Redwoods & VTT,"Toute l'année — forêt de séquoias, 130+ km de trails VTT."
rotorua,🛶,Lacs & kayak,"Nov-mars — lac Tarawera, eau bleue, kayak aux Hot Water Beach."
darwin,🐊,Crocodiles & Kakadu,"Mai-oct — Kakadu NP, peintures aborigènes, crocodiles géants."
darwin,🌅,Mindil Beach Markets,"Mai-oct — coucher de soleil, marchés nocturnes, cuisine asiatique."
darwin,🏛️,Culture aborigène,"Toute l'année — Museum and Art Gallery, art rupestre à Kakadu."
darwin,💰,Budget,"Nov-avr — saison humide, prix -50%, orages spectaculaires."
hobart,🏔️,Cradle Mountain,"Nov-mars — Overland Track, lacs glaciaires, faune endémique."
hobart,🍽️,MONA & gastronomie,"Toute l'année — musée avant-gardiste, whisky tasmanien, huîtres."
hobart,🏞️,Salamanca Market,"Samedi toute l'année — marché artisanal au bord de l'eau."
hobart,🐧,Bruny Island,"Nov-mars — manchots, fromages artisanaux, forêts primaires."
adelaide,🍷,Barossa Valley,"Mars-mai — vendanges, Shiraz de renommée mondiale, cave doors."
adelaide,🏖️,Glenelg & Kangaroo Island,"Nov-mars — plage, otaries, koalas, ferry depuis Cape Jervis."
adelaide,🎭,Adelaide Festival,"Mars — le plus ancien festival d'art d'Australie, Fringe Festival."
adelaide,🍽️,Central Market,"Toute l'année — marché couvert depuis 1869, produits locaux, cafés."
brisbane,🐨,Lone Pine Koala Sanctuary,"Toute l'année — plus ancien sanctuaire de koalas au monde."
brisbane,🏖️,Gold Coast & Sunshine Coast,"Sep-mai — surf, plages dorées, 1h de Brisbane."
brisbane,🏞️,South Bank Parklands,"Toute l'année — plage artificielle, galeries QAGOMA, restaurants."
brisbane,🍽️,Eat Street Northshore,"Ven-dim toute l'année — marché nocturne, cuisine du monde, ambiance."
whitsundays,🏖️,Whitehaven Beach,"Mai-oct — sable de silice blanc, Hill Inlet, eau turquoise."
whitsundays,🤿,Grande Barrière de Corail,"Juin-oct — snorkel, plongée, tortues, raies manta."
whitsundays,⛵,Voile & île en île,"Mai-oct — navigation entre 74 îles, mouillages paradisiaques."
whitsundays,💰,Budget,"Nov-mars — saison humide mais prix réduits, mer chaude."
uluru,🏜️,Uluru au lever et coucher,"Avr-oct — couleurs changeantes du monolithe sacré, 348 m."
uluru,🏛️,Culture Aṉangu,"Toute l'année — art aborigène, dot painting, Maruku Arts."
uluru,🏞️,Kata Tjuta (Olgas),"Avr-oct — Valley of the Winds walk, 36 dômes de roche rouge."
uluru,🌌,Field of Light,"Toute l'année — 50 000 sphères lumineuses de Bruce Munro, nuit étoilée."
samoa,🏖️,To Sua Ocean Trench,"Mai-oct — piscine naturelle turquoise dans une grotte, iconique."
samoa,🌴,Plages de Lalomanu,"Mai-oct — sable blanc, fale traditionnels, récifs."
samoa,🏛️,Culture samoane,"Toute l'année — fiafia, ava ceremony, tatouage traditionnel pe'a."
samoa,💰,Budget,"Mai-oct — saison sèche, hébergement en fale 20-40€/nuit."
vanuatu,🌋,Volcan Yasur,"Toute l'année — volcan actif accessible à pied, éruptions nocturnes."
vanuatu,🤿,SS President Coolidge,"Avr-oct — plus grande épave plongeable au monde, Espiritu Santo."
vanuatu,🪢,Saut du Naghol,"Avr-juin — rituel originel du saut à l'élastique, île de Pentecôte."
vanuatu,🏖️,Blue Lagoon & Champagne Beach,"Mai-oct — eaux cristallines, plages sauvages."
tonga,🐋,Baleines à bosse,"Juil-oct — nager avec les baleines, Ha'apai et Vava'u."
tonga,🏖️,Plages de Ha'apai,"Mai-oct — atolls déserts, sable blanc, snorkel."
tonga,🏛️,Culture polynésienne,"Toute l'année — dernier royaume du Pacifique, danse, kava."
tonga,💰,Budget,"Mai-juin — début saison, lodges familiaux abordables."
teheran,🏛️,Golestan & musées,"Mars-mai ou sep-nov — palais Golestan UNESCO, musée national, Trésor."
teheran,🏔️,Mont Damavand,"Juin-sep — plus haut sommet d'Iran (5 610 m), trek 2 jours."
teheran,🍽️,Bazar & cuisine perse,"Toute l'année — Grand Bazar, kebab koobideh, tahdig, thé au safran."
teheran,💰,Budget,"Nov-fév — hors saison, Iran très abordable, change favorable."
ispahan,🕌,Place Naqsh-e Jahan,"Mars-mai ou sep-nov — 2e plus grande place au monde, mosquées, bazar."
ispahan,🌉,Ponts historiques,"Toute l'année — Si-o-se-pol (33 arches), Khaju, promenades le soir."
ispahan,🎨,Artisanat & miniatures,"Toute l'année — ateliers de miniatures, émaux, tapis persans."
ispahan,🍽️,Cuisine d'Ispahan,"Toute l'année — beryani (plat local), gaz (nougat), thé à la rose."
danang,🏖️,Plages My Khe & An Bang,"Mars-sep — eaux chaudes, surf, 30 km de côte."
danang,🏛️,Hoi An à 30 km,"Fév-mai — lanternes, vieille ville UNESCO, tailleurs sur mesure."
danang,🏔️,Bà Nà Hills & Golden Bridge,"Fév-sep — pont doré iconique, téléphérique, station d'altitude."
danang,🍜,Cuisine du Centre,"Toute l'année — mì quảng, bánh xèo, cao lầu à Hoi An."
hue,🏛️,Cité impériale,"Fév-avr — citadelle Nguyễn UNESCO, pagodes, tombeaux royaux."
hue,🛶,Rivière des Parfums,"Fév-avr — croisière vers la pagode de la Dame Céleste, tombeaux."
hue,🍜,Cuisine impériale,"Toute l'année — bún bò Huế, bánh khoái, cuisine raffinée de cour."
hue,💰,Budget,"Sep-nov — hors saison, hébergement 10-15€, pluie possible."
ninh-binh,🛶,Tam Coc & Trang An,"Fév-mai — barques sur rivière, grottes karstiques, rizières UNESCO."
ninh-binh,🚲,Balade dans les rizières,"Mai-juin — rizières dorées, pagodes, temples au milieu des pics."
ninh-binh,🏛️,Ancienne capitale Hoa Lu,"Toute l'année — temples des rois Dinh et Lê, 10e siècle."
ninh-binh,💰,Budget,"Toute l'année — alternative abordable à Ha Long, barque 5€, hôtel 10€."
manille,🏛️,Intramuros & Fort Santiago,"Nov-mai — murailles espagnoles, église San Agustin UNESCO."
manille,🍽️,Street food Binondo,"Toute l'année — Chinatown le plus ancien au monde, dumplings, halo-halo."
manille,🏖️,Îles de Batangas,"Nov-mai — 2h de Manille, plongée Anilao, plages secrètes."
manille,💰,Budget,"Juin-oct — mousson mais prix -40%, food abondante et bon marché."
coron,🤿,Épaves japonaises,"Nov-mai — 12 épaves WWII en eaux cristallines, plongée mythique."
coron,🏞️,Kayangan & Twin Lagoon,"Nov-mai — lacs d'émeraude entre falaises calcaires."
coron,🏖️,Island hopping,"Nov-mai — Malcapuya, Banana Island, sable blanc."
coron,💰,Budget,"Juin-oct — saison pluie mais tours -50%, hébergement abordable."
luzon,🏞️,Rizières de Banaue,"Mars-mai — terrasses de 2 000 ans UNESCO, vues spectaculaires."
luzon,🌋,Volcans Mayon & Taal,"Nov-mai — cônes parfaits, treks, lac dans un volcan."
luzon,🏖️,Vigan & côte d'Ilocos,"Nov-mai — ville coloniale espagnole UNESCO, plages sauvages."
luzon,🍽️,Cuisine régionale,"Toute l'année — Bicol express, pinakbet, lechon de Luzon."
colombo,🏛️,Fort & Gangaramaya,"Toute l'année — quartier colonial, temple bouddhiste éclectique."
colombo,🍛,Cuisine sri-lankaise,"Toute l'année — rice and curry, kottu roti, street food de Pettah."
colombo,🛍️,Pettah Market,"Toute l'année — bazar chaotique et coloré, épices, textile."
colombo,💰,Budget,"Mai-sep — sud-ouest en mousson mais Colombo praticable, prix bas."
kandy,🛕,Temple de la Dent,"Toute l'année — relique sacrée du Bouddha, Esala Perahera (juil-août)."
kandy,🌿,Jardins botaniques royaux,"Toute l'année — Peradeniya, 60 ha d'espèces tropicales."
kandy,🚂,Train Kandy-Ella,"Toute l'année — l'un des plus beaux trajets en train au monde, 6h."
kandy,🍵,Plantations de thé,"Jan-mars — visite des plantations de Nuwara Eliya, dégustations."
ella,🚂,Nine Arches Bridge,"Toute l'année — pont ferroviaire iconique dans la jungle, photos."
ella,🥾,Little Adam's Peak,"Jan-mars — randonnée facile 2h, vue 360° sur les montagnes."
ella,🍵,Plantations de thé,"Jan-mars — champs de thé à perte de vue, cueillette, dégustation."
ella,💰,Budget,"Mai-sep — moins de touristes, guesthouses 10€/nuit."
yangon,🛕,Shwedagon Pagoda,"Nov-fév — stupa dorée de 99 m, coucher de soleil, saison sèche."
yangon,🏛️,Quartier colonial,"Nov-fév — architecture britannique, Strand Hotel, Bogyoke Market."
yangon,🍜,Cuisine birmane,"Toute l'année — mohinga (soupe), tea leaf salad, shan noodles."
yangon,💰,Budget,"Nov-fév — haute saison mais reste abordable, guesthouses 15-20€."
mandalay,🏛️,Palais royal & colline,"Oct-fév — vue panoramique, monastères en teck, Kuthodaw Pagoda."
mandalay,🌅,U Bein Bridge,"Toute l'année — plus long pont en teck au monde, coucher soleil."
mandalay,🛕,Temples de Bagan,"Oct-fév — 2 000+ temples, montgolfière au lever, site UNESCO."
mandalay,🍜,Cuisine de Mandalay,"Toute l'année — meeshay, tohu thoke, bière Myanmar."
battambang,🏛️,Architecture coloniale,"Nov-mars — bâtiments français préservés, galeries d'art émergentes."
battambang,🚂,Bamboo Train,"Toute l'année — train en bambou artisanal, rizières, expérience unique."
battambang,🏞️,Temples & campagne,"Nov-mars — Phnom Sampeau, Wat Banan, campagne khmère authentique."
battambang,💰,Budget,"Toute l'année — Cambodge très abordable, hôtel 8€, repas 2€."
chiang-rai,🏛️,Temple Blanc (Wat Rong Khun),"Nov-fév — temple contemporain surréaliste, saison fraîche."
chiang-rai,🍵,Plantations de thé Doi Mae Salong,"Nov-fév — collines de thé d'influence chinoise, vues brumeuses."
chiang-rai,🏔️,Triangle d'Or,"Nov-fév — confluence Mékong, Laos-Myanmar-Thaïlande, musée opium."
chiang-rai,💰,Budget,"Mai-oct — saison pluie mais prix -30%, nature luxuriante."
kaohsiung,🏛️,Dragon Tiger Temple,"Toute l'année — Lotus Pond, pagodes colorées, temples taoïstes."
kaohsiung,🍽️,Night markets,"Toute l'année — Liuhe, Ruifeng, stinky tofu, bubble tea originel."
kaohsiung,🏖️,Cijin Island,"Oct-mai — ferry, fruits de mer, temple, plage, phare."
kaohsiung,🎨,Pier-2 Art Center,"Toute l'année — anciens entrepôts, art contemporain, street art."
zhangjiajie,🏞️,Piliers Avatar,"Mars-mai ou sep-nov — colonnes de grès du film, pont de verre."
zhangjiajie,🚡,Bailong Elevator,"Toute l'année — ascenseur extérieur de 326 m, record mondial."
zhangjiajie,🌿,Parc national & randonnée,"Mars-mai ou sep-nov — sentiers dans la brume, forêts luxuriantes."
zhangjiajie,💰,Budget,"Déc-fév — entrée parc -50%, hôtels moins chers, froid mais magique."
lijiang,🏘️,Vieille ville naxi,"Mars-mai ou sep-nov — canaux, toits de tuile, culture naxi UNESCO."
lijiang,🏔️,Montagne du Dragon de Jade,"Avr-oct — glacier à 4 500 m, téléphérique, spectacle Zhang Yimou."
lijiang,🏞️,Gorge du Saut du Tigre,"Mars-mai ou sep-nov — l'une des gorges les plus profondes au monde, trek 2 jours."
lijiang,🍵,Culture naxi & dongba,"Toute l'année — écriture pictographique, musique naxi, thé au beurre."
bhutan,🏛️,Tiger's Nest (Taktsang),"Mars-mai ou sep-nov — monastère perché à 900 m au-dessus de la vallée."
bhutan,🎭,Festivals tshechu,"Mars-avr ou sep-oct — danses masquées sacrées dans les dzongs."
bhutan,🏔️,Treks himalayens,"Mars-mai ou sep-nov — Druk Path, Jomolhari, paysages préservés."
bhutan,🏛️,Dzongs de Punakha & Paro,"Toute l'année — forteresses-monastères au confluent des rivières."
pokhara,🏔️,Vue Annapurna & Machhapuchhre,"Oct-nov — panorama himalayen époustouflant depuis le lac Phewa."
pokhara,🪂,Parapente Sarangkot,"Oct-avr — vol face aux 8 000 m, l'un des meilleurs spots au monde."
pokhara,🥾,Trek Annapurna Base Camp,"Oct-nov ou mars-avr — trek mythique de 7-12 jours."
pokhara,⛵,Lac Phewa,"Toute l'année — barque au coucher, temple Barahi, reflets des montagnes."
boukhara,🕌,Centre historique,"Avr-mai ou sep-oct — Kalon Minaret, Ark Citadelle, Lyab-i-Hauz."
boukhara,🏛️,Mausolée des Samanides,"Toute l'année — chef-d'œuvre du 10e siècle, brique travaillée."
boukhara,🧵,Tapis & artisanat,"Toute l'année — ateliers de tissage, broderie suzani, soie ikat."
boukhara,💰,Budget,"Nov-fév — hôtels -40%, boutiques artisanales moins chères."
khiva,🏰,Itchan Kala,"Avr-mai ou sep-oct — ville intérieure fortifiée UNESCO, minaret Kalta Minor."
khiva,🏛️,Palais Tosh-Hovli,"Avr-oct — palais du 19e, faïences bleues, harem restauré."
khiva,🌅,Coucher depuis les remparts,"Avr-oct — vue sur la ville-musée depuis les murailles médiévales."
khiva,💰,Budget,"Nov-fév — hôtels dans les médersa 15€, froid sec mais magique."
petra,🏛️,Trésor (Al-Khazneh),"Mars-mai ou oct-nov — façade sculptée rose, Siq spectaculaire."
petra,🌌,Petra by Night,"Lun-mer-jeu — 1 500 bougies illuminent le Trésor, expérience unique."
petra,🥾,Monastery (Ad-Deir),"Mars-mai ou oct-nov — 800 marches, façade de 50 m, vue plongeante."
petra,💰,Budget,"Juin-août — chaleur intense mais Jordan Pass rentable, moins de monde."
aqaba,🤿,Plongée mer Rouge,"Toute l'année — récifs coralliens, épaves, eau 22-28°C, visa-free zone."
aqaba,🏖️,Plages de la mer Rouge,"Avr-oct — Berenice Beach, South Beach, eau cristalline."
aqaba,🏰,Fort d'Aqaba,"Toute l'année — fort mamelouk, révolte arabe de 1917."
aqaba,💰,Budget,"Mai-juin ou sep-oct — hors été intense et hors hiver peak."
wadi-rum,🏜️,Désert en 4x4 & chameau,"Oct-avr — paysages martiens, arches naturelles, inscriptions nabatéennes."
wadi-rum,🏕️,Bivouac bédouin,"Toute l'année — nuit sous les étoiles, thé au feu, zarb traditionnel."
wadi-rum,🌌,Ciel étoilé,"Toute l'année — zéro pollution lumineuse, Voie Lactée spectaculaire."
wadi-rum,🎬,Sites de tournage,"Toute l'année — The Martian, Dune, Lawrence d'Arabie, paysages iconiques."
al-ula,🏛️,Hegra (Madain Saleh),"Oct-mars — Pétra saoudienne, tombeaux nabatéens UNESCO dans le grès."
al-ula,🏜️,Elephant Rock & désert,"Oct-mars — formations rocheuses sculptées, coucher de soleil."
al-ula,🎭,AlUla Moments Festival,"Déc-mars — installations artistiques, concerts, événements culturels."
al-ula,🌌,Ciel étoilé,"Toute l'année — désert sans pollution lumineuse, nuits spectaculaires."
ras-al-khaimah,🏔️,Jebel Jais & via ferrata,"Oct-avr — plus haut sommet des EAU, tyrolienne la plus longue."
ras-al-khaimah,🏖️,Plages & mangroves,"Oct-mai — plages préservées, kayak dans les mangroves."
ras-al-khaimah,🏜️,Désert & dunes,"Nov-mars — safari 4x4, camping glamping, fauconnerie."
ras-al-khaimah,💰,Budget,"Mai-sep — prix -50% vs Dubaï, alternative méconnue des EAU."
raja-ampat,🤿,Plongée & snorkel,"Oct-avr — plus grande biodiversité marine au monde, 1 500 espèces."
raja-ampat,🏖️,Îles & lagons,"Oct-avr — Pianemo, Wayag, lagons turquoise entre karsts."
raja-ampat,🐦,Paradisiers,"Oct-avr — observation oiseaux de paradis, forêt tropicale."
raja-ampat,💰,Budget,"Mai-sep — saison pluie mais homestays 30€, moins de monde."
yogyakarta,🛕,Borobudur au lever,"Avr-oct — plus grand temple bouddhiste au monde, brume matinale."
yogyakarta,🏛️,Prambanan,"Avr-oct — temples hindous du 9e siècle, ballet Ramayana (été)."
yogyakarta,🎨,Batik & artisanat,"Toute l'année — ateliers de batik, kraton du sultan, wayang kulit."
yogyakarta,🍽️,Street food Malioboro,"Toute l'année — gudeg, bakpia, nasi gudeg, cafés branchés."
labuan-bajo,🐉,Dragons de Komodo,"Avr-oct — Parc National de Komodo, varans géants, Pink Beach."
labuan-bajo,🤿,Plongée Manta Point,"Avr-nov — raies manta, courants riches, coraux spectaculaires."
labuan-bajo,🌅,Croisière Padar & Rinca,"Avr-oct — vue panoramique Padar, randonnée, snorkel."
labuan-bajo,💰,Budget,"Nov-mars — saison pluie mais tours -30%, hébergement abordable."
salalah,🌿,Khareef (mousson),"Juil-sep — seule mousson de la péninsule, collines verdoyantes."
salalah,🏖️,Plages & wadis,"Oct-mars — Mughsail Beach, wadis d'eau douce, cocotiers."
salalah,🏛️,Ruines de Sumhuram,"Oct-avr — port antique de l'encens, UNESCO, vue sur la mer."
salalah,🐪,Route de l'encens,"Oct-avr — arbres à encens millénaires, désert du Rub al-Khali."
tanger,🌊,Cap Spartel & grottes d'Hercule,"Avr-oct — confluence Atlantique-Méditerranée, panorama."
tanger,🏛️,Kasbah & médina,"Toute l'année — musée de la Kasbah, palais Dar el-Makhzen, café Hafa."
tanger,🍽️,Cuisine tangéroise,"Toute l'année — poisson grillé au port, thé à la menthe, pastilla."
tanger,🎨,Ville littéraire,"Toute l'année — Bowles, Burroughs, Matisse : la ville qui inspira les artistes."
